worker_id,entity,country,department,job_level,role,category,points,contract_type,work_model,fte,annual_hours,base_pay,bonus,commission,shift_allowance,car_allowance,components,total_pay,hourly_base,hourly_total,receives_components,quartile,sex
W00823,DE · Munich,DE,Customer Service,L1,Customer Service L1,Cat B,175,Fixed-term,Onsite,1.0,2080,34250,0,0,1800,0,1800,36050,16.466346,17.331731,1,1,Men
W00824,PL · Kraków,PL,Operations,L5,Operations L5,Cat F,340,Permanent,Hybrid,1.0,2080,57000,8840,0,0,4200,13040,70040,27.403846,33.673077,1,4,Men
W00825,IT · Milan,IT,Tech,L5,Tech L5,Cat F,340,Permanent,Onsite,1.0,2080,95750,9500,0,0,6000,15500,111250,46.033654,53.485577,1,4,Men
W00826,IT · Milan,IT,Operations,L2,Operations L2,Cat C,225,Permanent,Hybrid,1.0,2080,30300,0,0,0,0,0,30300,14.567308,14.567308,0,2,Women
W00827,DE · Munich,DE,Customer Service,L4,Customer Service L4,Cat E,320,Permanent,Remote,1.0,2080,48000,4160,0,0,0,4160,52160,23.076923,25.076923,1,2,Women
W00829,IT · Milan,IT,Finance,L2,Finance L2,Cat B,185,Fixed-term,Onsite,1.0,2080,33350,0,0,0,0,0,33350,16.033654,16.033654,0,2,Women
W00830,IT · Milan,IT,Operations,L3,Operations L3,Cat D,295,Permanent,Hybrid,1.0,2080,36850,1750,0,0,0,1750,38600,17.716346,18.557692,1,3,Women
W00831,DE · Munich,DE,Tech,L4,Tech L4,Cat E,325,Permanent,Hybrid,1.0,2080,74550,7560,0,0,0,7560,82110,35.841346,39.475962,1,4,Men
W00832,PL · Kraków,PL,Customer Service,L2,Customer Service L2,Cat C,210,Fixed-term,Hybrid,1.0,2080,25300,0,0,0,0,0,25300,12.163462,12.163462,0,2,Men
W00834,ES · Barcelona,ES,Customer Service,L1,Customer Service L1,Cat B,175,Fixed-term,Onsite,1.0,2080,21500,0,0,1200,0,1200,22700,10.336538,10.913462,1,1,Women
W00835,DE · Munich,DE,Operations,L1,Operations L1,Cat B,190,Permanent,Hybrid,0.8,1664,26680,0,0,0,0,0,26680,16.033654,16.033654,0,1,Men
W00836,PL · Kraków,PL,Customer Service,L2,Customer Service L2,Cat C,210,Fixed-term,Hybrid,1.0,2080,22550,0,0,0,0,0,22550,10.841346,10.841346,0,1,Men
W00837,ES · Barcelona,ES,Customer Service,L2,Customer Service L2,Cat C,210,Fixed-term,Hybrid,1.0,2080,31550,0,0,0,0,0,31550,15.168269,15.168269,0,2,Women
W00838,DE · Munich,DE,Sales,L1,Sales L1,Cat A,145,Fixed-term,Remote,0.8,1664,39680,0,4670,0,0,4670,44350,23.846154,26.652644,1,3,Men
W00839,ES · Barcelona,ES,Operations,L3,Operations L3,Cat D,295,Permanent,Onsite,1.0,2080,34000,1690,0,1200,0,2890,36890,16.346154,17.735577,1,3,Men
W00840,PL · Kraków,PL,Customer Service,L2,Customer Service L2,Cat C,210,Permanent,Onsite,1.0,2080,19450,0,0,840,0,840,20290,9.350962,9.754808,1,1,Women
W00841,IT · Milan,IT,Operations,L6,Operations L6,Cat G,410,Permanent,Hybrid,1.0,2080,105450,20350,0,0,6000,26350,131800,50.697115,63.365385,1,4,Women
W00843,PL · Kraków,PL,HR,L4,HR L4,Cat E,325,Permanent,Hybrid,0.8,1664,35840,0,0,0,0,0,35840,21.538462,21.538462,0,4,Men
W00845,DE · Munich,DE,Finance,L2,Finance L2,Cat B,185,Permanent,Remote,1.0,2080,57750,0,0,0,0,0,57750,27.764423,27.764423,0,3,Men
W00847,DE · Munich,DE,Customer Service,L2,Customer Service L2,Cat C,210,Permanent,Hybrid,1.0,2080,49200,0,0,0,0,0,49200,23.653846,23.653846,0,2,Women
W00848,ES · Barcelona,ES,Tech,L2,Tech L2,Cat B,185,Permanent,Remote,1.0,2080,39700,0,0,0,0,0,39700,19.086538,19.086538,0,3,Men
W00849,PL · Kraków,PL,Customer Service,L2,Customer Service L2,Cat C,210,Permanent,Hybrid,1.0,2080,24450,0,0,0,0,0,24450,11.754808,11.754808,0,2,Women
W00850,PL · Kraków,PL,Tech,L6,Tech L6,Cat G,410,Permanent,Hybrid,1.0,2080,78400,16870,0,0,4200,21070,99470,37.692308,47.822115,1,4,Men
W00851,DE · Munich,DE,Operations,L4,Operations L4,Cat E,335,Permanent,Remote,1.0,2080,74800,7390,0,0,0,7390,82190,35.961538,39.514423,1,4,Men
W00852,PL · Kraków,PL,Tech,L2,Tech L2,Cat B,185,Permanent,Hybrid,0.8,1664,30040,0,0,0,0,0,30040,18.052885,18.052885,0,3,Men
W00853,IT · Milan,IT,Customer Service,L2,Customer Service L2,Cat C,210,Permanent,Onsite,1.0,2080,29200,0,0,1320,0,1320,30520,14.038462,14.673077,1,2,Women
W00854,PL · Kraków,PL,Sales,L2,Sales L2,Cat C,215,Permanent,Onsite,1.0,2080,25400,0,2840,0,0,2840,28240,12.211538,13.576923,1,2,Women
W00855,IT · Milan,IT,Customer Service,L2,Customer Service L2,Cat C,210,Permanent,Onsite,1.0,2080,22950,0,0,1320,0,1320,24270,11.033654,11.668269,1,1,Women
W00857,IT · Milan,IT,Customer Service,L2,Customer Service L2,Cat C,210,Permanent,Hybrid,1.0,2080,33000,0,0,0,0,0,33000,15.865385,15.865385,0,2,Men
W00858,ES · Barcelona,ES,Operations,L2,Operations L2,Cat C,225,Fixed-term,Remote,1.0,2080,31550,0,0,0,0,0,31550,15.168269,15.168269,0,2,Men
W00859,IT · Milan,IT,Customer Service,L3,Customer Service L3,Cat D,280,Permanent,Hybrid,1.0,2080,40000,2010,0,0,0,2010,42010,19.230769,20.197115,1,3,Men
W00861,IT · Milan,IT,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Hybrid,0.8,1664,20200,0,0,0,0,0,20200,12.139423,12.139423,0,1,Women
W00862,PL · Kraków,PL,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Hybrid,0.8,1664,16400,0,0,0,0,0,16400,9.855769,9.855769,0,1,Women
W00864,PL · Kraków,PL,HR,L4,HR L4,Cat E,325,Permanent,Hybrid,1.0,2080,43500,1900,0,0,0,1900,45400,20.913462,21.826923,1,4,Men
W00865,PL · Kraków,PL,Customer Service,L2,Customer Service L2,Cat C,210,Permanent,Hybrid,1.0,2080,27300,0,0,0,0,0,27300,13.125,13.125,0,2,Women
W00867,DE · Munich,DE,Operations,L4,Operations L4,Cat E,335,Fixed-term,Hybrid,1.0,2080,84200,3200,0,0,0,3200,87400,40.480769,42.019231,1,4,Men
W00868,IT · Milan,IT,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Hybrid,1.0,2080,23750,0,0,0,0,0,23750,11.418269,11.418269,0,1,Men
W00869,DE · Munich,DE,Customer Service,L1,Customer Service L1,Cat B,175,Fixed-term,Onsite,1.0,2080,32900,0,0,1800,0,1800,34700,15.817308,16.682692,1,1,Men
W00870,IT · Milan,IT,Customer Service,L2,Customer Service L2,Cat C,210,Permanent,Hybrid,1.0,2080,25250,0,0,0,0,0,25250,12.139423,12.139423,0,1,Men
W00871,DE · Munich,DE,Sales,L3,Sales L3,Cat D,285,Permanent,Onsite,1.0,2080,57200,3700,7600,0,0,11300,68500,27.5,32.932692,1,3,Men
W00872,IT · Milan,IT,Sales,L3,Sales L3,Cat D,285,Permanent,Onsite,1.0,2080,45600,1180,6490,0,0,7670,53270,21.923077,25.610577,1,4,Men
W00874,DE · Munich,DE,Operations,L5,Operations L5,Cat F,340,Fixed-term,Onsite,0.8,1664,80640,0,0,0,7200,7200,87840,48.461538,52.788462,1,4,Men
W00875,PL · Kraków,PL,Operations,L3,Operations L3,Cat D,295,Permanent,Onsite,1.0,2080,31250,1730,0,840,0,2570,33820,15.024038,16.259615,1,3,Men
W00876,PL · Kraków,PL,Operations,L2,Operations L2,Cat C,225,Fixed-term,Onsite,1.0,2080,27450,0,0,840,0,840,28290,13.197115,13.600962,1,2,Women
W00877,DE · Munich,DE,Operations,L1,Operations L1,Cat B,190,Fixed-term,Hybrid,1.0,2080,37350,0,0,0,0,0,37350,17.956731,17.956731,0,1,Men
W00878,ES · Barcelona,ES,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Onsite,1.0,2080,25650,0,0,1200,0,1200,26850,12.331731,12.908654,1,1,Men
W00879,IT · Milan,IT,Tech,L1,Tech L1,Cat A,150,Permanent,Onsite,1.0,2080,28900,0,0,0,0,0,28900,13.894231,13.894231,0,2,Men
W00880,PL · Kraków,PL,Tech,L2,Tech L2,Cat B,185,Permanent,Hybrid,1.0,2080,29950,0,0,0,0,0,29950,14.399038,14.399038,0,2,Women
W00882,DE · Munich,DE,Customer Service,L2,Customer Service L2,Cat C,210,Permanent,Hybrid,1.0,2080,51500,0,0,0,0,0,51500,24.759615,24.759615,0,2,Men
W00883,ES · Barcelona,ES,Operations,L2,Operations L2,Cat C,225,Permanent,Hybrid,1.0,2080,32300,0,0,0,0,0,32300,15.528846,15.528846,0,2,Men
W00884,PL · Kraków,PL,Operations,L5,Operations L5,Cat F,340,Permanent,Onsite,1.0,2080,47100,6800,0,0,4200,11000,58100,22.644231,27.932692,1,4,Women
W00885,IT · Milan,IT,Finance,L3,Finance L3,Cat D,255,Fixed-term,Hybrid,1.0,2080,45000,2780,0,0,0,2780,47780,21.634615,22.971154,1,3,Men
W00887,DE · Munich,DE,Operations,L3,Operations L3,Cat D,295,Permanent,Onsite,1.0,2080,59550,3410,0,1800,0,5210,64760,28.629808,31.134615,1,3,Men
W00889,IT · Milan,IT,Tech,L2,Tech L2,Cat B,185,Permanent,Onsite,1.0,2080,39850,0,0,0,0,0,39850,19.158654,19.158654,0,3,Women
W00891,IT · Milan,IT,Operations,L2,Operations L2,Cat C,225,Permanent,Onsite,1.0,2080,34400,0,0,1320,0,1320,35720,16.538462,17.173077,1,2,Women
W00892,PL · Kraków,PL,Operations,L1,Operations L1,Cat B,190,Permanent,Onsite,1.0,2080,20250,0,0,840,0,840,21090,9.735577,10.139423,1,1,Men
W00894,PL · Kraków,PL,Tech,L3,Tech L3,Cat D,255,Permanent,Hybrid,1.0,2080,43250,2360,0,0,0,2360,45610,20.793269,21.927885,1,4,Men
W00895,PL · Kraków,PL,Customer Service,L1,Customer Service L1,Cat B,175,Fixed-term,Hybrid,1.0,2080,21500,0,0,0,0,0,21500,10.336538,10.336538,0,1,Men
W00896,DE · Munich,DE,Operations,L2,Operations L2,Cat C,225,Fixed-term,Hybrid,1.0,2080,45050,0,0,0,0,0,45050,21.658654,21.658654,0,2,Women
W00897,ES · Barcelona,ES,Customer Service,L3,Customer Service L3,Cat D,280,Permanent,Onsite,1.0,2080,36050,1760,0,1200,0,2960,39010,17.331731,18.754808,1,3,Women
W00898,PL · Kraków,PL,Finance,L4,Finance L4,Cat E,325,Permanent,Hybrid,1.0,2080,47550,1730,0,0,0,1730,49280,22.860577,23.692308,1,4,Men
W00900,DE · Munich,DE,Sales,L3,Sales L3,Cat D,285,Permanent,Remote,1.0,2080,69150,3480,12560,0,0,16040,85190,33.245192,40.956731,1,4,Women
W00901,IT · Milan,IT,Operations,L1,Operations L1,Cat B,190,Permanent,Onsite,1.0,2080,26350,0,0,1320,0,1320,27670,12.668269,13.302885,1,1,Women
W00903,PL · Kraków,PL,Operations,L3,Operations L3,Cat D,295,Fixed-term,Hybrid,1.0,2080,28800,1410,0,0,0,1410,30210,13.846154,14.524038,1,3,Women
W00904,IT · Milan,IT,Tech,L4,Tech L4,Cat E,325,Fixed-term,Hybrid,1.0,2080,63400,4730,0,0,0,4730,68130,30.480769,32.754808,1,4,Men
W00906,DE · Munich,DE,HR,L3,HR L3,Cat D,255,Permanent,Onsite,1.0,2080,56650,1500,0,0,0,1500,58150,27.235577,27.956731,1,3,Men
W00907,IT · Milan,IT,Operations,L1,Operations L1,Cat B,190,Permanent,Hybrid,1.0,2080,24550,0,0,0,0,0,24550,11.802885,11.802885,0,1,Women
W00908,ES · Barcelona,ES,Operations,L2,Operations L2,Cat C,225,Permanent,Hybrid,1.0,2080,32250,0,0,0,0,0,32250,15.504808,15.504808,0,2,Men
W00909,DE · Munich,DE,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Hybrid,1.0,2080,37400,0,0,0,0,0,37400,17.980769,17.980769,0,1,Women
W00910,IT · Milan,IT,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Onsite,1.0,2080,23200,0,0,1320,0,1320,24520,11.153846,11.788462,1,1,Men
W00911,DE · Munich,DE,Sales,L1,Sales L1,Cat A,145,Permanent,Hybrid,0.8,1664,34240,0,4220,0,0,4220,38460,20.576923,23.112981,1,2,Men
W00912,PL · Kraków,PL,Finance,L3,Finance L3,Cat D,255,Fixed-term,Hybrid,1.0,2080,40050,990,0,0,0,990,41040,19.254808,19.730769,1,3,Men
W00913,ES · Barcelona,ES,Operations,L2,Operations L2,Cat C,225,Permanent,Hybrid,1.0,2080,25350,0,0,0,0,0,25350,12.1875,12.1875,0,1,Women
W00914,DE · Munich,DE,Finance,L2,Finance L2,Cat B,185,Permanent,Hybrid,1.0,2080,46500,0,0,0,0,0,46500,22.355769,22.355769,0,2,Women
W00915,DE · Munich,DE,Operations,L1,Operations L1,Cat B,190,Permanent,Remote,1.0,2080,35600,0,0,0,0,0,35600,17.115385,17.115385,0,1,Women
W00916,PL · Kraków,PL,Operations,L2,Operations L2,Cat C,225,Permanent,Onsite,1.0,2080,25300,0,0,840,0,840,26140,12.163462,12.567308,1,2,Men
W00917,PL · Kraków,PL,Tech,L3,Tech L3,Cat D,255,Permanent,Hybrid,1.0,2080,42300,2110,0,0,0,2110,44410,20.336538,21.350962,1,4,Women
W00918,IT · Milan,IT,Finance,L5,Finance L5,Cat F,340,Permanent,Hybrid,1.0,2080,76750,5160,0,0,6000,11160,87910,36.899038,42.264423,1,4,Men
W00919,PL · Kraków,PL,Sales,L3,Sales L3,Cat D,285,Permanent,Hybrid,1.0,2080,34300,1590,4470,0,0,6060,40360,16.490385,19.403846,1,3,Men
W00920,DE · Munich,DE,Operations,L2,Operations L2,Cat C,225,Permanent,Hybrid,1.0,2080,39900,0,0,0,0,0,39900,19.182692,19.182692,0,1,Women
W00921,IT · Milan,IT,Customer Service,L4,Customer Service L4,Cat E,320,Permanent,Onsite,1.0,2080,49250,3910,0,0,0,3910,53160,23.677885,25.557692,1,4,Men
W00922,PL · Kraków,PL,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Hybrid,1.0,2080,16800,0,0,0,0,0,16800,8.076923,8.076923,0,1,Men
W00923,IT · Milan,IT,Operations,L1,Operations L1,Cat B,190,Permanent,Onsite,1.0,2080,25950,0,0,1320,0,1320,27270,12.475962,13.110577,1,1,Women
W00924,IT · Milan,IT,Tech,L4,Tech L4,Cat E,325,Fixed-term,Hybrid,1.0,2080,65750,0,0,0,0,0,65750,31.610577,31.610577,0,4,Men
W00925,PL · Kraków,PL,Sales,L2,Sales L2,Cat C,215,Permanent,Hybrid,1.0,2080,20400,0,2920,0,0,2920,23320,9.807692,11.211538,1,1,Women
W00926,IT · Milan,IT,Operations,L1,Operations L1,Cat B,190,Permanent,Hybrid,1.0,2080,29100,0,0,0,0,0,29100,13.990385,13.990385,0,2,Men
W00928,IT · Milan,IT,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Hybrid,1.0,2080,25200,0,0,0,0,0,25200,12.115385,12.115385,0,1,Men
W00929,PL · Kraków,PL,Sales,L3,Sales L3,Cat D,285,Fixed-term,Hybrid,1.0,2080,28150,1640,2440,0,0,4080,32230,13.533654,15.495192,1,3,Men
W00931,IT · Milan,IT,Operations,L2,Operations L2,Cat C,225,Fixed-term,Hybrid,0.8,1664,23600,0,0,0,0,0,23600,14.182692,14.182692,0,2,Women
W00932,IT · Milan,IT,HR,L1,HR L1,Cat A,115,Permanent,Remote,0.8,1664,17720,0,0,0,0,0,17720,10.649038,10.649038,0,1,Men
W00933,PL · Kraków,PL,Operations,L1,Operations L1,Cat B,190,Permanent,Hybrid,1.0,2080,20700,0,0,0,0,0,20700,9.951923,9.951923,0,1,Women
W00934,PL · Kraków,PL,Customer Service,L3,Customer Service L3,Cat D,280,Permanent,Hybrid,1.0,2080,33400,2080,0,0,0,2080,35480,16.057692,17.057692,1,3,Men
W00936,IT · Milan,IT,Tech,L3,Tech L3,Cat D,255,Permanent,Hybrid,1.0,2080,48050,3090,0,0,0,3090,51140,23.100962,24.586538,1,3,Men
W00937,DE · Munich,DE,Customer Service,L4,Customer Service L4,Cat E,320,Permanent,Remote,1.0,2080,80300,6410,0,0,0,6410,86710,38.605769,41.6875,1,4,Women
W00938,PL · Kraków,PL,Operations,L1,Operations L1,Cat B,190,Permanent,Hybrid,1.0,2080,22450,0,0,0,0,0,22450,10.793269,10.793269,0,1,Women
W00939,DE · Munich,DE,HR,L2,HR L2,Cat B,185,Permanent,Onsite,1.0,2080,51950,0,0,0,0,0,51950,24.975962,24.975962,0,2,Women
W00940,IT · Milan,IT,Customer Service,L2,Customer Service L2,Cat C,210,Permanent,Hybrid,1.0,2080,30100,0,0,0,0,0,30100,14.471154,14.471154,0,2,Men
W00942,PL · Kraków,PL,Customer Service,L2,Customer Service L2,Cat C,210,Permanent,Hybrid,1.0,2080,21650,0,0,0,0,0,21650,10.408654,10.408654,0,1,Women
W00943,ES · Barcelona,ES,Sales,L2,Sales L2,Cat C,215,Permanent,Remote,0.8,1664,27800,0,3560,0,0,3560,31360,16.706731,18.846154,1,3,Women
W00944,IT · Milan,IT,Customer Service,L4,Customer Service L4,Cat E,320,Permanent,Onsite,1.0,2080,50100,4120,0,0,0,4120,54220,24.086538,26.067308,1,4,Men
W00945,IT · Milan,IT,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Remote,1.0,2080,22600,0,0,0,0,0,22600,10.865385,10.865385,0,1,Men
W00946,PL · Kraków,PL,Customer Service,L1,Customer Service L1,Cat B,175,Fixed-term,Hybrid,1.0,2080,17350,0,0,0,0,0,17350,8.341346,8.341346,0,1,Women
W00947,IT · Milan,IT,Tech,L4,Tech L4,Cat E,325,Permanent,Remote,1.0,2080,69850,6050,0,0,0,6050,75900,33.581731,36.490385,1,4,Women
W00948,PL · Kraków,PL,Tech,L2,Tech L2,Cat B,185,Permanent,Onsite,0.8,1664,24920,0,0,0,0,0,24920,14.975962,14.975962,0,3,Men
W00949,IT · Milan,IT,Customer Service,L3,Customer Service L3,Cat D,280,Permanent,Hybrid,1.0,2080,34850,1840,0,0,0,1840,36690,16.754808,17.639423,1,2,Women
W00950,PL · Kraków,PL,Operations,L2,Operations L2,Cat C,225,Permanent,Hybrid,1.0,2080,27150,0,0,0,0,0,27150,13.052885,13.052885,0,2,Women
W00951,PL · Kraków,PL,Tech,L1,Tech L1,Cat A,150,Permanent,Hybrid,1.0,2080,22950,0,0,0,0,0,22950,11.033654,11.033654,0,1,Women
W00952,ES · Barcelona,ES,Operations,L4,Operations L4,Cat E,335,Permanent,Hybrid,1.0,2080,47400,0,0,0,0,0,47400,22.788462,22.788462,0,3,Men
W00953,DE · Munich,DE,Finance,L4,Finance L4,Cat E,325,Permanent,Remote,1.0,2080,89600,8460,0,0,0,8460,98060,43.076923,47.144231,1,4,Men
W00954,IT · Milan,IT,Customer Service,L3,Customer Service L3,Cat D,280,Permanent,Hybrid,1.0,2080,40900,1110,0,0,0,1110,42010,19.663462,20.197115,1,3,Women
W00955,ES · Barcelona,ES,Operations,L5,Operations L5,Cat F,340,Permanent,Onsite,1.0,2080,66850,8500,0,0,5400,13900,80750,32.139423,38.822115,1,4,Men
W00956,PL · Kraków,PL,Finance,L2,Finance L2,Cat B,185,Permanent,Hybrid,1.0,2080,29700,0,0,0,0,0,29700,14.278846,14.278846,0,2,Men
W00957,IT · Milan,IT,Sales,L2,Sales L2,Cat C,215,Permanent,Onsite,1.0,2080,32400,0,3820,0,0,3820,36220,15.576923,17.413462,1,2,Women
W00959,ES · Barcelona,ES,Customer Service,L3,Customer Service L3,Cat D,280,Permanent,Remote,1.0,2080,36700,1890,0,0,0,1890,38590,17.644231,18.552885,1,3,Women
W00960,DE · Munich,DE,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Onsite,1.0,2080,35950,0,0,1800,0,1800,37750,17.283654,18.149038,1,1,Women
W00961,IT · Milan,IT,Operations,L3,Operations L3,Cat D,295,Permanent,Remote,1.0,2080,38100,1840,0,0,0,1840,39940,18.317308,19.201923,1,3,Women
W00962,DE · Munich,DE,Tech,L1,Tech L1,Cat A,150,Permanent,Hybrid,1.0,2080,43550,0,0,0,0,0,43550,20.9375,20.9375,0,2,Women
W00964,ES · Barcelona,ES,Operations,L1,Operations L1,Cat B,190,Permanent,Remote,1.0,2080,22150,0,0,0,0,0,22150,10.649038,10.649038,0,1,Women
W00965,PL · Kraków,PL,Customer Service,L2,Customer Service L2,Cat C,210,Fixed-term,Onsite,1.0,2080,22550,0,0,840,0,840,23390,10.841346,11.245192,1,1,Women
W00966,PL · Kraków,PL,Operations,L1,Operations L1,Cat B,190,Fixed-term,Onsite,1.0,2080,18550,0,0,840,0,840,19390,8.918269,9.322115,1,1,Men
W00967,ES · Barcelona,ES,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Remote,1.0,2080,18700,0,0,0,0,0,18700,8.990385,8.990385,0,1,Men
W00968,PL · Kraków,PL,Operations,L1,Operations L1,Cat B,190,Permanent,Hybrid,1.0,2080,19950,0,0,0,0,0,19950,9.591346,9.591346,0,1,Women
W00969,IT · Milan,IT,Sales,L3,Sales L3,Cat D,285,Permanent,Hybrid,1.0,2080,37000,0,3750,0,0,3750,40750,17.788462,19.591346,1,3,Men
W00970,PL · Kraków,PL,Sales,L5,Sales L5,Cat F,340,Permanent,Remote,1.0,2080,64850,7150,10620,0,4200,21970,86820,31.177885,41.740385,1,4,Men
W00971,PL · Kraków,PL,Finance,L3,Finance L3,Cat D,255,Permanent,Onsite,1.0,2080,39000,1910,0,0,0,1910,40910,18.75,19.668269,1,3,Men
W00972,PL · Kraków,PL,Customer Service,L2,Customer Service L2,Cat C,210,Permanent,Onsite,1.0,2080,23000,0,0,840,0,840,23840,11.057692,11.461538,1,2,Women
W00973,PL · Kraków,PL,Tech,L3,Tech L3,Cat D,255,Fixed-term,Hybrid,1.0,2080,41750,2230,0,0,0,2230,43980,20.072115,21.144231,1,4,Men
W00974,PL · Kraków,PL,Sales,L6,Sales L6,Cat G,410,Fixed-term,Onsite,1.0,2080,92050,23320,13850,0,4200,41370,133420,44.254808,64.144231,1,4,Men
W00975,IT · Milan,IT,Operations,L2,Operations L2,Cat C,225,Permanent,Hybrid,1.0,2080,33500,0,0,0,0,0,33500,16.105769,16.105769,0,2,Women
W00976,IT · Milan,IT,Customer Service,L3,Customer Service L3,Cat D,280,Permanent,Onsite,1.0,2080,32900,2360,0,1320,0,3680,36580,15.817308,17.586538,1,2,Women
W00977,IT · Milan,IT,Finance,L2,Finance L2,Cat B,185,Permanent,Hybrid,0.8,1664,28880,0,0,0,0,0,28880,17.355769,17.355769,0,2,Women
W00978,PL · Kraków,PL,Customer Service,L3,Customer Service L3,Cat D,280,Permanent,Hybrid,0.8,1664,25560,1320,0,0,0,1320,26880,15.360577,16.153846,1,3,Women
W00979,IT · Milan,IT,Operations,L5,Operations L5,Cat F,340,Fixed-term,Remote,0.8,1664,62680,9260,0,0,6000,15260,77940,37.668269,46.838942,1,4,Men
W00980,DE · Munich,DE,HR,L3,HR L3,Cat D,255,Permanent,Onsite,1.0,2080,48900,2100,0,0,0,2100,51000,23.509615,24.519231,1,2,Men
W00982,PL · Kraków,PL,Sales,L3,Sales L3,Cat D,285,Fixed-term,Hybrid,1.0,2080,33450,1650,4410,0,0,6060,39510,16.081731,18.995192,1,3,Women
W00983,DE · Munich,DE,HR,L4,HR L4,Cat E,325,Permanent,Hybrid,1.0,2080,73550,2900,0,0,0,2900,76450,35.360577,36.754808,1,4,Men
W00984,DE · Munich,DE,Customer Service,L4,Customer Service L4,Cat E,320,Permanent,Remote,1.0,2080,70550,5720,0,0,0,5720,76270,33.918269,36.668269,1,4,Women
W00985,IT · Milan,IT,Operations,L1,Operations L1,Cat B,190,Fixed-term,Hybrid,1.0,2080,24850,0,0,0,0,0,24850,11.947115,11.947115,0,1,Women
W00986,PL · Kraków,PL,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Hybrid,0.8,1664,15920,0,0,0,0,0,15920,9.567308,9.567308,0,1,Women
W00987,ES · Barcelona,ES,Finance,L2,Finance L2,Cat B,185,Permanent,Hybrid,1.0,2080,31100,0,0,0,0,0,31100,14.951923,14.951923,0,2,Women
W00988,IT · Milan,IT,Operations,L2,Operations L2,Cat C,225,Permanent,Remote,1.0,2080,29850,0,0,0,0,0,29850,14.350962,14.350962,0,2,Men
W00989,ES · Barcelona,ES,Finance,L3,Finance L3,Cat D,255,Permanent,Onsite,1.0,2080,44250,2150,0,0,0,2150,46400,21.274038,22.307692,1,3,Women
W00990,ES · Barcelona,ES,Operations,L4,Operations L4,Cat E,335,Permanent,Hybrid,1.0,2080,51900,2050,0,0,0,2050,53950,24.951923,25.9375,1,4,Men
W00991,DE · Munich,DE,Tech,L3,Tech L3,Cat D,255,Permanent,Remote,1.0,2080,88400,3890,0,0,0,3890,92290,42.5,44.370192,1,4,Men
W00992,ES · Barcelona,ES,Finance,L2,Finance L2,Cat B,185,Permanent,Hybrid,1.0,2080,38550,0,0,0,0,0,38550,18.533654,18.533654,0,3,Women
W00993,DE · Munich,DE,Finance,L3,Finance L3,Cat D,255,Permanent,Hybrid,1.0,2080,58050,3780,0,0,0,3780,61830,27.908654,29.725962,1,3,Women
W00994,DE · Munich,DE,Operations,L1,Operations L1,Cat B,190,Fixed-term,Hybrid,1.0,2080,39150,0,0,0,0,0,39150,18.822115,18.822115,0,1,Men
W00996,PL · Kraków,PL,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Hybrid,0.8,1664,16400,0,0,0,0,0,16400,9.855769,9.855769,0,1,Women
W00997,IT · Milan,IT,Tech,L5,Tech L5,Cat F,340,Permanent,Hybrid,1.0,2080,92550,13800,0,0,6000,19800,112350,44.495192,54.014423,1,4,Men
W00998,ES · Barcelona,ES,Operations,L3,Operations L3,Cat D,295,Permanent,Onsite,1.0,2080,38300,1930,0,1200,0,3130,41430,18.413462,19.918269,1,3,Men
W00999,DE · Munich,DE,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Onsite,1.0,2080,35550,0,0,1800,0,1800,37350,17.091346,17.956731,1,1,Men
W01001,IT · Milan,IT,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Onsite,0.8,1664,18160,0,0,1056,0,1056,19216,10.913462,11.548077,1,1,Women
W01002,ES · Barcelona,ES,Operations,L1,Operations L1,Cat B,190,Permanent,Remote,1.0,2080,23650,0,0,0,0,0,23650,11.370192,11.370192,0,1,Women
W01003,DE · Munich,DE,HR,L1,HR L1,Cat A,115,Permanent,Remote,1.0,2080,36000,0,0,0,0,0,36000,17.307692,17.307692,0,1,Men
W01004,PL · Kraków,PL,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Onsite,1.0,2080,18400,0,0,840,0,840,19240,8.846154,9.25,1,1,Women
W01005,ES · Barcelona,ES,Customer Service,L3,Customer Service L3,Cat D,280,Fixed-term,Hybrid,1.0,2080,35050,2150,0,0,0,2150,37200,16.850962,17.884615,1,3,Women
W01006,IT · Milan,IT,Customer Service,L1,Customer Service L1,Cat B,175,Permanent,Hybrid,1.0,2080,23250,0,0,0,0,0,23250,11.177885,11.177885,0,1,Men
W01007,ES · Barcelona,ES,Customer Service,L3,Customer Service L3,Cat D,280,Permanent,Onsite,1.0,2080,33250,2090,0,1200,0,3290,36540,15.985577,17.567308,1,3,Men
