worker_id,entity,country,site,department,job_level,role,gender,contract_type,work_model,fte,weekly_hours,performance_rating,base_pay,bonus,commission,shift_allowance,car_allowance
W00938,PL · Kraków,PL,Krakow,Operations,L1,Operations L1,F,Permanent,Hybrid,1.0,40,3,22450,0,0,0,0
W00939,DE · Munich,DE,Munich,HR,L2,HR L2,F,Permanent,Onsite,1.0,40,4,51950,0,0,0,0
W00940,IT · Milan,IT,Milan,Customer Service,L2,Customer Service L2,M,Permanent,Hybrid,1.0,40,4,30100,0,0,0,0
W00942,PL · Kraków,PL,Krakow,Customer Service,L2,Customer Service L2,F,Permanent,Hybrid,1.0,40,3,21650,0,0,0,0
W00943,ES · Barcelona,ES,Barcelona,Sales,L2,Sales L2,F,Permanent,Remote,0.8,32,3,27800,0,3560,0,0
W00944,IT · Milan,IT,Milan,Customer Service,L4,Customer Service L4,M,Permanent,Onsite,1.0,40,3,50100,4120,0,0,0
W00945,IT · Milan,IT,Milan,Customer Service,L1,Customer Service L1,M,Permanent,Remote,1.0,40,3,22600,0,0,0,0
W00946,PL · Kraków,PL,Krakow,Customer Service,L1,Customer Service L1,F,Fixed-term,Hybrid,1.0,40,3,17350,0,0,0,0
W00947,IT · Milan,IT,Milan,Tech,L4,Tech L4,F,Permanent,Remote,1.0,40,3,69850,6050,0,0,0
W00948,PL · Kraków,PL,Krakow,Tech,L2,Tech L2,M,Permanent,Onsite,0.8,32,3,24920,0,0,0,0
W00949,IT · Milan,IT,Milan,Customer Service,L3,Customer Service L3,F,Permanent,Hybrid,1.0,40,3,34850,1840,0,0,0
W00950,PL · Kraków,PL,Krakow,Operations,L2,Operations L2,F,Permanent,Hybrid,1.0,40,3,27150,0,0,0,0
W00951,PL · Kraków,PL,Krakow,Tech,L1,Tech L1,F,Permanent,Hybrid,1.0,40,3,22950,0,0,0,0
W00952,ES · Barcelona,ES,Barcelona,Operations,L4,Operations L4,M,Permanent,Hybrid,1.0,40,1,47400,0,0,0,0
W00953,DE · Munich,DE,Munich,Finance,L4,Finance L4,M,Permanent,Remote,1.0,40,4,89600,8460,0,0,0
W00954,IT · Milan,IT,Milan,Customer Service,L3,Customer Service L3,F,Permanent,Hybrid,1.0,40,2,40900,1110,0,0,0
W00955,ES · Barcelona,ES,Barcelona,Operations,L5,Operations L5,M,Permanent,Onsite,1.0,40,3,66850,8500,0,0,5400
W00956,PL · Kraków,PL,Krakow,Finance,L2,Finance L2,M,Permanent,Hybrid,1.0,40,4,29700,0,0,0,0
W00957,IT · Milan,IT,Milan,Sales,L2,Sales L2,F,Permanent,Onsite,1.0,40,5,32400,0,3820,0,0
W00959,ES · Barcelona,ES,Barcelona,Customer Service,L3,Customer Service L3,F,Permanent,Remote,1.0,40,3,36700,1890,0,0,0
W00960,DE · Munich,DE,Munich,Customer Service,L1,Customer Service L1,F,Permanent,Onsite,1.0,40,4,35950,0,0,1800,0
W00961,IT · Milan,IT,Milan,Operations,L3,Operations L3,F,Permanent,Remote,1.0,40,3,38100,1840,0,0,0
W00962,DE · Munich,DE,Munich,Tech,L1,Tech L1,F,Permanent,Hybrid,1.0,40,4,43550,0,0,0,0
W00964,ES · Barcelona,ES,Barcelona,Operations,L1,Operations L1,F,Permanent,Remote,1.0,40,5,22150,0,0,0,0
W00965,PL · Kraków,PL,Krakow,Customer Service,L2,Customer Service L2,F,Fixed-term,Onsite,1.0,40,2,22550,0,0,840,0
W00966,PL · Kraków,PL,Krakow,Operations,L1,Operations L1,M,Fixed-term,Onsite,1.0,40,3,18550,0,0,840,0
W00967,ES · Barcelona,ES,Barcelona,Customer Service,L1,Customer Service L1,M,Permanent,Remote,1.0,40,3,18700,0,0,0,0
W00968,PL · Kraków,PL,Krakow,Operations,L1,Operations L1,F,Permanent,Hybrid,1.0,40,4,19950,0,0,0,0
W00969,IT · Milan,IT,Milan,Sales,L3,Sales L3,M,Permanent,Hybrid,1.0,40,1,37000,0,3750,0,0
W00970,PL · Kraków,PL,Krakow,Sales,L5,Sales L5,M,Permanent,Remote,1.0,40,3,64850,7150,10620,0,4200
W00971,PL · Kraków,PL,Krakow,Finance,L3,Finance L3,M,Permanent,Onsite,1.0,40,3,39000,1910,0,0,0
W00972,PL · Kraków,PL,Krakow,Customer Service,L2,Customer Service L2,F,Permanent,Onsite,1.0,40,3,23000,0,0,840,0
W00973,PL · Kraków,PL,Krakow,Tech,L3,Tech L3,M,Fixed-term,Hybrid,1.0,40,3,41750,2230,0,0,0
W00974,PL · Kraków,PL,Krakow,Sales,L6,Sales L6,M,Fixed-term,Onsite,1.0,40,4,92050,23320,13850,0,4200
W00975,IT · Milan,IT,Milan,Operations,L2,Operations L2,F,Permanent,Hybrid,1.0,40,2,33500,0,0,0,0
W00976,IT · Milan,IT,Milan,Customer Service,L3,Customer Service L3,F,Permanent,Onsite,1.0,40,4,32900,2360,0,1320,0
W00977,IT · Milan,IT,Milan,Finance,L2,Finance L2,F,Permanent,Hybrid,0.8,32,1,28880,0,0,0,0
W00978,PL · Kraków,PL,Krakow,Customer Service,L3,Customer Service L3,F,Permanent,Hybrid,0.8,32,3,25560,1320,0,0,0
W00979,IT · Milan,IT,Milan,Operations,L5,Operations L5,M,Fixed-term,Remote,0.8,32,4,62680,9260,0,0,6000
W00980,DE · Munich,DE,Munich,HR,L3,HR L3,M,Permanent,Onsite,1.0,40,3,48900,2100,0,0,0
W00982,PL · Kraków,PL,Krakow,Sales,L3,Sales L3,F,Fixed-term,Hybrid,1.0,40,3,33450,1650,4410,0,0
W00983,DE · Munich,DE,Munich,HR,L4,HR L4,M,Permanent,Hybrid,1.0,40,2,73550,2900,0,0,0
W00984,DE · Munich,DE,Munich,Customer Service,L4,Customer Service L4,F,Permanent,Remote,1.0,40,3,70550,5720,0,0,0
W00985,IT · Milan,IT,Milan,Operations,L1,Operations L1,F,Fixed-term,Hybrid,1.0,40,4,24850,0,0,0,0
W00986,PL · Kraków,PL,Krakow,Customer Service,L1,Customer Service L1,F,Permanent,Hybrid,0.8,32,3,15920,0,0,0,0
W00987,ES · Barcelona,ES,Barcelona,Finance,L2,Finance L2,F,Permanent,Hybrid,1.0,40,4,31100,0,0,0,0
W00988,IT · Milan,IT,Milan,Operations,L2,Operations L2,M,Permanent,Remote,1.0,40,4,29850,0,0,0,0
W00989,ES · Barcelona,ES,Barcelona,Finance,L3,Finance L3,F,Permanent,Onsite,1.0,40,3,44250,2150,0,0,0
W00990,ES · Barcelona,ES,Barcelona,Operations,L4,Operations L4,M,Permanent,Hybrid,1.0,40,2,51900,2050,0,0,0
W00991,DE · Munich,DE,Munich,Tech,L3,Tech L3,M,Permanent,Remote,1.0,40,3,88400,3890,0,0,0
W00992,ES · Barcelona,ES,Barcelona,Finance,L2,Finance L2,F,Permanent,Hybrid,1.0,40,3,38550,0,0,0,0
W00993,DE · Munich,DE,Munich,Finance,L3,Finance L3,F,Permanent,Hybrid,1.0,40,4,58050,3780,0,0,0
W00994,DE · Munich,DE,Munich,Operations,L1,Operations L1,M,Fixed-term,Hybrid,1.0,40,3,39150,0,0,0,0
W00996,PL · Kraków,PL,Krakow,Customer Service,L1,Customer Service L1,F,Permanent,Hybrid,0.8,32,3,16400,0,0,0,0
W00997,IT · Milan,IT,Milan,Tech,L5,Tech L5,M,Permanent,Hybrid,1.0,40,4,92550,13800,0,0,6000
W00998,ES · Barcelona,ES,Barcelona,Operations,L3,Operations L3,M,Permanent,Onsite,1.0,40,3,38300,1930,0,1200,0
W00999,DE · Munich,DE,Munich,Customer Service,L1,Customer Service L1,M,Permanent,Onsite,1.0,40,3,35550,0,0,1800,0
W01001,IT · Milan,IT,Milan,Customer Service,L1,Customer Service L1,F,Permanent,Onsite,0.8,32,2,18160,0,0,1056,0
W01002,ES · Barcelona,ES,Barcelona,Operations,L1,Operations L1,F,Permanent,Remote,1.0,40,3,23650,0,0,0,0
W01003,DE · Munich,DE,Munich,HR,L1,HR L1,M,Permanent,Remote,1.0,40,3,36000,0,0,0,0
W01004,PL · Kraków,PL,Krakow,Customer Service,L1,Customer Service L1,F,Permanent,Onsite,1.0,40,4,18400,0,0,840,0
W01005,ES · Barcelona,ES,Barcelona,Customer Service,L3,Customer Service L3,F,Fixed-term,Hybrid,1.0,40,4,35050,2150,0,0,0
W01006,IT · Milan,IT,Milan,Customer Service,L1,Customer Service L1,M,Permanent,Hybrid,1.0,40,3,23250,0,0,0,0
W01007,ES · Barcelona,ES,Barcelona,Customer Service,L3,Customer Service L3,M,Permanent,Onsite,1.0,40,4,33250,2090,0,1200,0
W01008,DE · Munich,DE,Munich,Customer Service,L2,Customer Service L2,F,Permanent,Hybrid,1.0,40,3,43500,0,0,0,0
W01009,ES · Barcelona,ES,Barcelona,Customer Service,L1,Customer Service L1,F,Fixed-term,Onsite,1.0,40,3,21950,0,0,1200,0
W01010,DE · Munich,DE,Munich,Tech,L1,Tech L1,F,Permanent,Hybrid,1.0,40,2,48500,0,0,0,0
W01011,DE · Munich,DE,Munich,Finance,L3,Finance L3,M,Permanent,Remote,1.0,40,5,58900,4350,0,0,0
W01012,ES · Barcelona,ES,Barcelona,Customer Service,L1,Customer Service L1,F,Permanent,Onsite,1.0,40,5,23650,0,0,1200,0
W01013,ES · Barcelona,ES,Barcelona,Tech,L2,Tech L2,F,Permanent,Onsite,1.0,40,5,35950,0,0,0,0
W01014,PL · Kraków,PL,Krakow,Tech,L3,Tech L3,M,Permanent,Remote,1.0,40,3,40550,2030,0,0,0
W01015,ES · Barcelona,ES,Barcelona,Operations,L5,Operations L5,M,Permanent,Hybrid,1.0,40,3,69250,7700,0,0,5400
W01016,PL · Kraków,PL,Krakow,HR,L2,HR L2,M,Permanent,Hybrid,1.0,40,3,23700,0,0,0,0
W01017,PL · Kraków,PL,Krakow,Sales,L6,Sales L6,M,Permanent,Hybrid,1.0,40,3,84200,17680,11290,0,4200
W01018,IT · Milan,IT,Milan,Sales,L2,Sales L2,F,Permanent,Onsite,1.0,40,4,33900,0,4030,0,0
W01019,IT · Milan,IT,Milan,Operations,L2,Operations L2,F,Permanent,Hybrid,1.0,40,3,27650,0,0,0,0
W01021,PL · Kraków,PL,Krakow,Customer Service,L2,Customer Service L2,F,Permanent,Hybrid,1.0,40,4,22450,0,0,0,0
W01022,IT · Milan,IT,Milan,HR,L2,HR L2,M,Permanent,Hybrid,1.0,40,5,27800,0,0,0,0
W01023,DE · Munich,DE,Munich,Operations,L3,Operations L3,F,Permanent,Hybrid,1.0,40,4,61450,4380,0,0,0
W01024,PL · Kraków,PL,Krakow,Operations,L1,Operations L1,F,Permanent,Hybrid,1.0,40,3,18550,0,0,0,0
W01025,PL · Kraków,PL,Krakow,Customer Service,L2,Customer Service L2,F,Permanent,Hybrid,1.0,40,1,24650,0,0,0,0
W01026,PL · Kraków,PL,Krakow,Operations,L2,Operations L2,F,Permanent,Hybrid,1.0,40,2,23450,0,0,0,0
W01027,IT · Milan,IT,Milan,HR,L3,HR L3,M,Permanent,Onsite,1.0,40,3,34150,1740,0,0,0
W01028,IT · Milan,IT,Milan,HR,L5,HR L5,M,Permanent,Hybrid,1.0,40,5,77200,13620,0,0,6000
W01030,ES · Barcelona,ES,Barcelona,Customer Service,L4,Customer Service L4,F,Permanent,Remote,0.8,32,4,35120,3560,0,0,0
W01031,DE · Munich,DE,Munich,Customer Service,L2,Customer Service L2,F,Permanent,Hybrid,1.0,40,3,36250,0,0,0,0
W01032,IT · Milan,IT,Milan,Tech,L1,Tech L1,F,Permanent,Hybrid,1.0,40,3,31550,0,0,0,0
W01033,PL · Kraków,PL,Krakow,Operations,L1,Operations L1,F,Permanent,Hybrid,1.0,40,2,17850,0,0,0,0
W01034,DE · Munich,DE,Munich,Operations,L5,Operations L5,M,Permanent,Hybrid,1.0,40,4,105000,14280,0,0,7200
W01035,PL · Kraków,PL,Krakow,Sales,L2,Sales L2,F,Permanent,Remote,1.0,40,4,27250,0,3790,0,0
W01036,IT · Milan,IT,Milan,Sales,L2,Sales L2,F,Permanent,Hybrid,1.0,40,1,36250,0,3920,0,0
W01037,IT · Milan,IT,Milan,Tech,L4,Tech L4,F,Permanent,Hybrid,1.0,40,3,61050,5250,0,0,0
W01038,PL · Kraków,PL,Krakow,Customer Service,L4,Customer Service L4,F,Permanent,Hybrid,1.0,40,4,41800,4140,0,0,0
W01040,DE · Munich,DE,Munich,Operations,L1,Operations L1,F,Permanent,Remote,1.0,40,3,32850,0,0,0,0
W01041,ES · Barcelona,ES,Barcelona,HR,L3,HR L3,F,Permanent,Hybrid,1.0,40,4,41900,2710,0,0,0
W01042,ES · Barcelona,ES,Barcelona,Finance,L2,Finance L2,F,Permanent,Hybrid,1.0,40,3,38600,0,0,0,0
W01043,ES · Barcelona,ES,Barcelona,Tech,L5,Tech L5,F,Fixed-term,Hybrid,1.0,40,3,93100,10930,0,0,5400
W01044,PL · Kraków,PL,Krakow,Sales,L2,Sales L2,F,Permanent,Remote,0.8,32,2,22400,0,1720,0,0
W01045,IT · Milan,IT,Milan,Finance,L4,Finance L4,F,Permanent,Onsite,1.0,40,3,52700,4530,0,0,0
W01046,PL · Kraków,PL,Krakow,Operations,L4,Operations L4,M,Permanent,Hybrid,0.8,32,2,33920,1410,0,0,0
W01047,IT · Milan,IT,Milan,Finance,L1,Finance L1,F,Permanent,Hybrid,1.0,40,3,31400,0,0,0,0
W01048,DE · Munich,DE,Munich,Sales,L2,Sales L2,M,Permanent,Hybrid,1.0,40,3,50250,0,7410,0,0
W01049,DE · Munich,DE,Munich,HR,L2,HR L2,F,Permanent,Onsite,1.0,40,2,46350,0,0,0,0
W01050,PL · Kraków,PL,Krakow,Customer Service,L3,Customer Service L3,M,Permanent,Hybrid,1.0,40,3,30900,1500,0,0,0
W01051,IT · Milan,IT,Milan,Customer Service,L1,Customer Service L1,F,Fixed-term,Hybrid,1.0,40,3,24350,0,0,0,0
W01052,ES · Barcelona,ES,Barcelona,Customer Service,L2,Customer Service L2,F,Fixed-term,Hybrid,1.0,40,3,22550,0,0,0,0
W01053,IT · Milan,IT,Milan,Customer Service,L1,Customer Service L1,M,Permanent,Onsite,1.0,40,4,24450,0,0,1320,0
W01054,ES · Barcelona,ES,Barcelona,Customer Service,L4,Customer Service L4,M,Permanent,Hybrid,1.0,40,4,45300,4800,0,0,0
W01055,PL · Kraków,PL,Krakow,Operations,L5,Operations L5,F,Permanent,Hybrid,1.0,40,3,57100,6590,0,0,4200
W01056,ES · Barcelona,ES,Barcelona,Sales,L1,Sales L1,F,Fixed-term,Hybrid,1.0,40,3,25100,0,3030,0,0
W01057,ES · Barcelona,ES,Barcelona,Tech,L4,Tech L4,M,Fixed-term,Hybrid,1.0,40,3,64000,4690,0,0,0
W01058,PL · Kraków,PL,Krakow,Sales,L1,Sales L1,F,Fixed-term,Onsite,1.0,40,3,25800,0,3040,0,0
W01059,IT · Milan,IT,Milan,Customer Service,L1,Customer Service L1,M,Permanent,Hybrid,1.0,40,5,22950,0,0,0,0
W01060,IT · Milan,IT,Milan,Operations,L2,Operations L2,F,Permanent,Onsite,1.0,40,2,30800,0,0,1320,0
W01061,PL · Kraków,PL,Krakow,Customer Service,L3,Customer Service L3,F,Permanent,Hybrid,1.0,40,4,28800,1650,0,0,0
W01062,PL · Kraków,PL,Krakow,Finance,L2,Finance L2,F,Permanent,Hybrid,0.8,32,4,22200,0,0,0,0
W01063,PL · Kraków,PL,Krakow,Operations,L3,Operations L3,M,Permanent,Onsite,1.0,40,2,32600,710,0,840,0
W01064,PL · Kraków,PL,Krakow,Tech,L2,Tech L2,F,Permanent,Hybrid,1.0,40,2,29500,0,0,0,0
W01065,ES · Barcelona,ES,Barcelona,Customer Service,L1,Customer Service L1,M,Permanent,Onsite,1.0,40,1,22250,0,0,1200,0
W01066,PL · Kraków,PL,Krakow,Customer Service,L2,Customer Service L2,F,Fixed-term,Hybrid,1.0,40,3,23600,0,0,0,0
W01067,PL · Kraków,PL,Krakow,Operations,L5,Operations L5,M,Permanent,Onsite,1.0,40,2,60050,3430,0,0,4200
W01068,IT · Milan,IT,Milan,Customer Service,L3,Customer Service L3,M,Permanent,Onsite,1.0,40,3,38050,1900,0,1320,0
W01069,PL · Kraków,PL,Krakow,Tech,L3,Tech L3,M,Permanent,Remote,0.8,32,3,36920,1820,0,0,0
W01070,ES · Barcelona,ES,Barcelona,Sales,L2,Sales L2,F,Permanent,Remote,1.0,40,1,34150,0,3940,0,0
W01071,DE · Munich,DE,Munich,Tech,L3,Tech L3,M,Permanent,Remote,1.0,40,3,83250,4080,0,0,0
W01072,ES · Barcelona,ES,Barcelona,Tech,L4,Tech L4,F,Permanent,Onsite,1.0,40,3,68550,5640,0,0,0
W01073,PL · Kraków,PL,Krakow,Sales,L1,Sales L1,F,Fixed-term,Onsite,1.0,40,5,22750,0,2650,0,0
W01074,DE · Munich,DE,Munich,Customer Service,L2,Customer Service L2,M,Permanent,Hybrid,1.0,40,4,41500,0,0,0,0
W01075,PL · Kraków,PL,Krakow,Finance,L4,Finance L4,F,Permanent,Remote,1.0,40,4,45750,4350,0,0,0
W01077,PL · Kraków,PL,Krakow,Tech,L5,Tech L5,M,Fixed-term,Hybrid,1.0,40,1,72650,0,0,0,4200
W01078,PL · Kraków,PL,Krakow,Tech,L6,Tech L6,F,Permanent,Onsite,1.0,40,3,104950,20210,0,0,4200
W01080,PL · Kraków,PL,Krakow,Sales,L1,Sales L1,M,Permanent,Hybrid,0.8,32,3,20240,0,3330,0,0
W01081,PL · Kraków,PL,Krakow,Customer Service,L4,Customer Service L4,F,Permanent,Hybrid,1.0,40,3,34650,2830,0,0,0
W01082,DE · Munich,DE,Munich,Sales,L1,Sales L1,F,Permanent,Hybrid,1.0,40,3,41300,0,5980,0,0
W01083,ES · Barcelona,ES,Barcelona,Sales,L2,Sales L2,F,Permanent,Hybrid,1.0,40,5,31400,0,4890,0,0
W01084,PL · Kraków,PL,Krakow,Sales,L1,Sales L1,F,Permanent,Hybrid,1.0,40,3,22600,0,3230,0,0
W01085,PL · Kraków,PL,Krakow,HR,L2,HR L2,F,Permanent,Hybrid,1.0,40,4,26600,0,0,0,0
W01086,PL · Kraków,PL,Krakow,Operations,L1,Operations L1,M,Fixed-term,Onsite,1.0,40,3,17950,0,0,840,0
W01087,DE · Munich,DE,Munich,Operations,L1,Operations L1,F,Fixed-term,Hybrid,1.0,40,3,33850,0,0,0,0
W01088,IT · Milan,IT,Milan,Sales,L2,Sales L2,M,Permanent,Hybrid,1.0,40,3,33050,0,5220,0,0
W01089,PL · Kraków,PL,Krakow,Tech,L3,Tech L3,F,Permanent,Hybrid,1.0,40,3,36950,1770,0,0,0
W01090,IT · Milan,IT,Milan,Finance,L1,Finance L1,F,Fixed-term,Onsite,1.0,40,4,28100,0,0,0,0
W01091,DE · Munich,DE,Munich,Finance,L1,Finance L1,F,Permanent,Hybrid,1.0,40,3,49600,0,0,0,0
W01092,DE · Munich,DE,Munich,Tech,L1,Tech L1,M,Fixed-term,Onsite,1.0,40,2,48550,0,0,0,0
W01093,PL · Kraków,PL,Krakow,Customer Service,L3,Customer Service L3,F,Permanent,Onsite,1.0,40,2,22650,560,0,840,0
W01094,PL · Kraków,PL,Krakow,Customer Service,L4,Customer Service L4,M,Fixed-term,Remote,1.0,40,4,39050,4090,0,0,0
W01095,PL · Kraków,PL,Krakow,Sales,L2,Sales L2,M,Permanent,Hybrid,1.0,40,3,24250,0,3530,0,0
W01096,IT · Milan,IT,Milan,Sales,L2,Sales L2,F,Permanent,Hybrid,1.0,40,4,37450,0,7220,0,0
W01097,IT · Milan,IT,Milan,Finance,L2,Finance L2,M,Permanent,Remote,1.0,40,2,35950,0,0,0,0
W01098,PL · Kraków,PL,Krakow,Finance,L4,Finance L4,M,Fixed-term,Hybrid,1.0,40,3,44800,3700,0,0,0
W01099,IT · Milan,IT,Milan,Customer Service,L5,Customer Service L5,M,Permanent,Hybrid,1.0,40,3,72200,9960,0,0,6000
W01100,PL · Kraków,PL,Krakow,HR,L4,HR L4,F,Permanent,Remote,1.0,40,4,45450,4670,0,0,0
W01101,PL · Kraków,PL,Krakow,Customer Service,L4,Customer Service L4,M,Permanent,Onsite,1.0,40,3,37350,3240,0,0,0
W01102,PL · Kraków,PL,Krakow,Customer Service,L2,Customer Service L2,M,Permanent,Remote,1.0,40,3,22300,0,0,0,0
W01103,IT · Milan,IT,Milan,Customer Service,L2,Customer Service L2,M,Permanent,Hybrid,1.0,40,4,30950,0,0,0,0
W01105,DE · Munich,DE,Munich,Operations,L2,Operations L2,M,Permanent,Onsite,1.0,40,4,48100,0,0,1800,0
W01106,ES · Barcelona,ES,Barcelona,Tech,L3,Tech L3,M,Permanent,Onsite,1.0,40,1,47300,0,0,0,0
W01107,PL · Kraków,PL,Krakow,Customer Service,L1,Customer Service L1,M,Permanent,Remote,1.0,40,4,14950,0,0,0,0
W01108,IT · Milan,IT,Milan,Operations,L1,Operations L1,F,Permanent,Hybrid,1.0,40,2,25000,0,0,0,0
W01109,PL · Kraków,PL,Krakow,Tech,L3,Tech L3,M,Permanent,Remote,1.0,40,5,45050,3220,0,0,0
W01110,PL · Kraków,PL,Krakow,Finance,L5,Finance L5,M,Permanent,Onsite,1.0,40,2,74800,5070,0,0,4200
W01111,IT · Milan,IT,Milan,HR,L4,HR L4,M,Permanent,Onsite,1.0,40,4,53050,5650,0,0,0
W01112,PL · Kraków,PL,Krakow,Customer Service,L2,Customer Service L2,M,Permanent,Onsite,1.0,40,3,25300,0,0,840,0
W01113,ES · Barcelona,ES,Barcelona,Customer Service,L4,Customer Service L4,M,Fixed-term,Remote,1.0,40,4,54350,5110,0,0,0
W01115,IT · Milan,IT,Milan,Operations,L3,Operations L3,F,Permanent,Onsite,1.0,40,3,39600,1960,0,1320,0
W01116,IT · Milan,IT,Milan,Operations,L6,Operations L6,M,Permanent,Hybrid,1.0,40,4,94050,24580,0,0,6000
W01117,PL · Kraków,PL,Krakow,Tech,L1,Tech L1,F,Permanent,Hybrid,1.0,40,3,25750,0,0,0,0
W01118,PL · Kraków,PL,Krakow,Operations,L2,Operations L2,F,Permanent,Onsite,1.0,40,3,24900,0,0,840,0
W01119,IT · Milan,IT,Milan,Operations,L1,Operations L1,F,Permanent,Hybrid,1.0,40,4,25050,0,0,0,0
W01120,IT · Milan,IT,Milan,Operations,L1,Operations L1,F,Permanent,Hybrid,1.0,40,4,25000,0,0,0,0
W01121,IT · Milan,IT,Milan,Customer Service,L3,Customer Service L3,F,Permanent,Hybrid,1.0,40,4,39650,2580,0,0,0
W01122,PL · Kraków,PL,Krakow,Customer Service,L3,Customer Service L3,F,Permanent,Onsite,1.0,40,5,30650,2270,0,840,0
W01123,PL · Kraków,PL,Krakow,Tech,L1,Tech L1,F,Permanent,Hybrid,1.0,40,5,22600,0,0,0,0
W01124,ES · Barcelona,ES,Barcelona,Customer Service,L2,Customer Service L2,M,Fixed-term,Hybrid,1.0,40,3,31000,0,0,0,0
W01125,DE · Munich,DE,Munich,HR,L5,HR L5,F,Fixed-term,Onsite,1.0,40,3,101900,13470,0,0,7200
W01126,PL · Kraków,PL,Krakow,HR,L3,HR L3,M,Fixed-term,Hybrid,1.0,40,3,34450,1610,0,0,0
W01127,IT · Milan,IT,Milan,Sales,L1,Sales L1,F,Permanent,Remote,1.0,40,1,20700,0,3840,0,0
W01129,PL · Kraków,PL,Krakow,Sales,L3,Sales L3,M,Permanent,Onsite,1.0,40,3,31200,1610,3850,0,0
W01130,ES · Barcelona,ES,Barcelona,HR,L5,HR L5,M,Permanent,Remote,1.0,40,3,75000,9420,0,0,5400
W01131,IT · Milan,IT,Milan,Operations,L5,Operations L5,M,Permanent,Remote,1.0,40,5,68850,13040,0,0,6000
W01132,IT · Milan,IT,Milan,Operations,L2,Operations L2,F,Permanent,Remote,1.0,40,3,28500,0,0,0,0
W01134,IT · Milan,IT,Milan,Operations,L4,Operations L4,M,Permanent,Hybrid,1.0,40,5,50200,5760,0,0,0
W01135,IT · Milan,IT,Milan,Sales,L5,Sales L5,M,Permanent,Hybrid,0.8,32,4,63880,9060,8620,0,6000
W01136,PL · Kraków,PL,Krakow,Customer Service,L2,Customer Service L2,F,Permanent,Hybrid,1.0,40,2,21100,0,0,0,0
W01137,PL · Kraków,PL,Krakow,Customer Service,L3,Customer Service L3,F,Fixed-term,Onsite,1.0,40,3,31350,1630,0,840,0
W01139,IT · Milan,IT,Milan,Customer Service,L2,Customer Service L2,F,Permanent,Onsite,1.0,40,3,30500,0,0,1320,0
W01140,DE · Munich,DE,Munich,HR,L5,HR L5,M,Permanent,Remote,1.0,40,4,109950,17150,0,0,7200
W01141,DE · Munich,DE,Munich,Tech,L3,Tech L3,M,Fixed-term,Remote,0.8,32,3,65960,3130,0,0,0
W01142,DE · Munich,DE,Munich,Finance,L3,Finance L3,M,Permanent,Hybrid,1.0,40,3,70700,3720,0,0,0
W01143,IT · Milan,IT,Milan,Customer Service,L4,Customer Service L4,M,Fixed-term,Hybrid,1.0,40,3,45250,3200,0,0,0
W01145,ES · Barcelona,ES,Barcelona,Operations,L3,Operations L3,F,Permanent,Remote,1.0,40,3,37350,1930,0,0,0
W01147,PL · Kraków,PL,Krakow,Customer Service,L1,Customer Service L1,M,Permanent,Remote,1.0,40,2,19300,0,0,0,0
W01148,ES · Barcelona,ES,Barcelona,HR,L3,HR L3,F,Fixed-term,Onsite,1.0,40,5,39350,2670,0,0,0
W01149,IT · Milan,IT,Milan,Operations,L1,Operations L1,F,Permanent,Onsite,1.0,40,2,26700,0,0,1320,0
W01150,PL · Kraków,PL,Krakow,HR,L1,HR L1,M,Permanent,Onsite,1.0,40,2,23000,0,0,0,0
W01151,ES · Barcelona,ES,Barcelona,Customer Service,L2,Customer Service L2,F,Permanent,Onsite,1.0,40,4,26250,0,0,1200,0
W01153,IT · Milan,IT,Milan,Tech,L6,Tech L6,M,Permanent,Hybrid,1.0,40,2,135750,13040,0,0,6000
W01155,ES · Barcelona,ES,Barcelona,Sales,L3,Sales L3,M,Permanent,Onsite,1.0,40,5,47900,3130,7770,0,0
W01156,IT · Milan,IT,Milan,Finance,L3,Finance L3,F,Fixed-term,Hybrid,1.0,40,5,36300,2660,0,0,0
W01157,PL · Kraków,PL,Krakow,HR,L2,HR L2,F,Permanent,Hybrid,1.0,40,3,25150,0,0,0,0
W01158,PL · Kraków,PL,Krakow,Customer Service,L4,Customer Service L4,M,Permanent,Hybrid,1.0,40,3,40250,3320,0,0,0
W01159,IT · Milan,IT,Milan,Customer Service,L1,Customer Service L1,F,Fixed-term,Onsite,1.0,40,3,17850,0,0,1320,0
W01160,IT · Milan,IT,Milan,Customer Service,L1,Customer Service L1,F,Permanent,Hybrid,1.0,40,3,20750,0,0,0,0
W01161,IT · Milan,IT,Milan,Operations,L2,Operations L2,M,Permanent,Hybrid,1.0,40,4,32050,0,0,0,0
W01162,ES · Barcelona,ES,Barcelona,Operations,L2,Operations L2,F,Permanent,Remote,1.0,40,3,29900,0,0,0,0
W01163,IT · Milan,IT,Milan,Customer Service,L2,Customer Service L2,F,Permanent,Onsite,1.0,40,5,26250,0,0,1320,0
W01164,IT · Milan,IT,Milan,Customer Service,L1,Customer Service L1,M,Permanent,Hybrid,1.0,40,4,21700,0,0,0,0
W01167,DE · Munich,DE,Munich,HR,L1,HR L1,F,Permanent,Hybrid,1.0,40,3,38050,0,0,0,0
W01170,IT · Milan,IT,Milan,Customer Service,L2,Customer Service L2,M,Permanent,Onsite,1.0,40,3,33400,0,0,1320,0
W01171,PL · Kraków,PL,Krakow,Operations,L1,Operations L1,M,Permanent,Onsite,1.0,40,3,18750,0,0,840,0
W01172,PL · Kraków,PL,Krakow,Tech,L2,Tech L2,F,Permanent,Remote,1.0,40,2,29500,0,0,0,0
